id,title,genre,budget,revenue,production_companies,united_states,english,title_change,popularity,vote_average,vote_count,month,year,runtime,successful
2026,Your Highness,Comedy,49900000,26121638,2,Yes,Yes,No,21.408222,5.2,501,4,2011,102,0
2027,Priest,Action,60000000,78309131,5,Yes,Yes,No,28.350927,5.4,692,5,2011,87,0
2028,"Big Mommas: Like Father, Like Son",Action,32000000,83615414,7,Yes,Yes,No,15.901137,5.3,313,2,2011,107,1
2029,Transformers: Dark of the Moon,Action,195000000,1123746996,4,Yes,Yes,No,28.529607,6.1,3299,6,2011,154,1
2030,Morning Glory,Drama,40000000,58785180,2,Yes,Yes,No,22.491388,6.1,412,1,2010,102,0
2031,The Last Exorcism,Drama,1800000,67738090,3,Yes,Yes,No,14.838986,5.6,328,8,2010,87,1
2032,Fair Game,Drama,22000000,24188922,2,Yes,Yes,No,12.54949,6.5,235,5,2010,108,0
2033,Grown Ups,Comedy,80000000,271430189,3,Yes,Yes,No,38.864027,6,1705,6,2010,102,1
2034,Bran Nue Dae,Drama,7,7,0,No,No,No,0.050456,5.2,6,8,2009,82,0
2035,"Gandhi, My Father",Drama,0,0,0,No,Yes,No,0.080704,6,2,8,2007,136,0
2036,Ondine,Drama,12000000,1644755,6,Yes,Yes,No,5.841285,6.5,84,9,2009,111,0
2037,The Divide,Other,3000000,22000,7,Yes,Yes,No,11.882563,5.7,197,3,2011,112,0
2038,Ironclad,Action,25000000,0,10,Yes,Yes,No,12.31708,6.2,227,3,2011,121,0
2039,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy,0,0,1,Yes,Yes,No,5.628399,3.2,34,6,2010,82,0
2040,Marmaduke,Comedy,50000000,83761844,1,Yes,Yes,No,12.25622,5,149,6,2010,87,0
2041,Madison,Action,0,0,0,Yes,Yes,No,0.212108,5.3,3,1,2001,99,0
2042,Gulliver's Travels,Comedy,112000000,237382724,4,Yes,Yes,No,22.845143,4.9,621,12,2010,85,1
2043,Tangled,Animation,260000000,591794936,2,Yes,Yes,No,48.681969,7.4,3330,11,2010,100,1
2044,Dinner for Schmucks,Comedy,69000000,86387857,6,Yes,Yes,No,11.023691,5.5,531,7,2010,114,0
2045,Rampage,Action,0,0,5,No,Yes,No,7.101197,6,131,8,2009,85,0
2046,The Blood of My Brother: A Story of Death in Iraq,Other,0,0,0,No,No,No,0.005256,0,0,11,2005,90,0
2047,Dogtooth,Drama,0,110197,3,No,No,Yes,28.858238,6.9,332,6,2009,94,1
2048,Ramona and Beezus,Comedy,0,0,2,Yes,Yes,No,9.681147,6.1,245,7,2010,103,0
2049,"Remember Me, My Love",Drama,0,0,4,No,Yes,Yes,4.240495,5.8,44,2,2003,125,0
2050,Winter's Bone,Drama,2000000,13831503,2,Yes,Yes,No,20.834883,6.8,565,6,2010,100,1
2051,The Good Guy,Comedy,3200000,0,2,Yes,No,No,2.631688,5.4,59,4,2009,90,0
2052,Cyrus,Drama,7000000,0,1,Yes,Yes,No,15.212569,6.1,133,6,2010,91,0
2053,Free Style,Drama,0,140987,1,No,Yes,No,0.122874,5.8,4,12,2008,94,1
2054,Tadpole,Drama,150000,2891288,4,Yes,Yes,No,8.570328,5.5,19,11,2002,78,1
2055,See Spot Run,Action,0,0,5,Yes,No,No,6.579017,4.8,44,3,2001,94,0
2056,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Documentary,1000000,0,0,No,Yes,No,0.436148,4.7,3,1,2006,97,0
2057,Somewhere,Drama,8000000,0,4,Yes,Yes,No,9.590373,6,208,9,2010,98,0
2058,Real Steel,Action,110000000,299268508,9,Yes,Yes,No,37.195046,6.6,2692,9,2011,127,1
2059,2:13,Thriller,3500000,0,2,Yes,Yes,No,1.271621,4.6,10,4,2009,96,0
2060,Little Fockers,Comedy,100000000,310650585,6,Yes,Yes,No,32.389353,5.4,1060,12,2010,98,1
2061,Secretariat,Drama,35000000,60251371,3,Yes,Yes,No,9.525037,6.8,103,8,2010,123,0
2062,Paul,Comedy,40000000,97552050,4,Yes,Yes,No,43.151268,6.5,1789,2,2011,104,1
2063,RED,Action,58000000,71664962,4,Yes,Yes,No,41.430245,6.6,2808,10,2010,111,0
2064,Contagion,Drama,60000000,137551594,5,Yes,Yes,No,38.820858,6.2,1325,9,2011,106,1
2065,Stolen Summer,Drama,0,0,0,No,Yes,No,0.87066,6.4,9,3,2002,91,0
2066,The Eclipse,Drama,0,0,0,No,Yes,No,9.342465,6.1,15,4,2009,88,0
2067,Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy,85000000,112483764,1,Yes,Yes,No,11.77398,4.9,119,7,2010,82,0
2068,The Kids Are All Right,Drama,3500000,34705850,8,Yes,Yes,No,15.338211,6.5,506,7,2010,106,1
2069,Life During Wartime,Drama,4500000,744816,1,Yes,Yes,No,3.108881,6.3,30,10,2009,97,0
2070,Princess Kaiulani,Drama,9000000,771499,3,Yes,Yes,No,0.717811,4.8,14,5,2010,130,0
2071,Love Ranch,Drama,0,0,2,Yes,Yes,No,5.000126,6,21,6,2010,117,0
2072,Clean,Drama,0,0,0,No,Yes,No,1.464566,6.7,17,9,2004,111,0
2073,Super Troopers,Comedy,3000000,18492362,2,Yes,Yes,No,16.312803,6.6,362,1,2001,100,1
2074,Camping Sauvage,Drama,0,0,0,No,No,No,0.20323,4.8,4,10,2005,80,0
2075,Please Give,Drama,3000000,0,3,Yes,Yes,No,5.325156,6,57,1,2010,90,0
2076,Vampires Suck,Comedy,20000000,80547866,2,Yes,Yes,No,17.165039,4.2,315,8,2010,82,1
2077,8: The Mormon Proposition,Documentary,0,0,0,No,Yes,No,0.424957,5.5,6,1,2010,80,0
2078,Starsuckers,Documentary,0,0,0,No,Yes,No,0.429083,6.2,5,9,2009,103,0
2079,Mutual Appreciation,Drama,500000,0,0,No,Yes,No,0.123068,6.1,8,3,2005,109,0
2080,Loose Cannons,Drama,7000000,8220215,1,No,No,Yes,7.720692,7,118,2,2010,110,0
2081,The Green Hornet,Action,120000000,227817248,3,Yes,Yes,No,31.703608,5.5,1251,1,2011,119,0
2082,50/50,Drama,8000000,39187783,2,Yes,Yes,No,33.372828,7,1261,9,2011,100,1
2083,Iraq for Sale: The War Profiteers,Documentary,0,0,0,No,Yes,No,1.517771,8,6,1,2006,75,0
2084,Pandaemonium,Drama,0,0,1,No,Yes,No,0.165367,4.5,2,6,2001,124,0
2085,Royal Kill,Action,0,0,1,No,Yes,No,1.088501,2.8,6,4,2009,90,0
2086,The Business of Fancydancing,Drama,200000,0,1,Yes,Yes,No,0.06104,8,2,1,2002,103,0
2087,Little Big Top,Comedy,0,0,1,Yes,Yes,No,0.0921,10,1,1,2006,0,0
2088,Perrier’s Bounty,Action,0,0,3,No,Yes,No,3.810943,5.1,24,9,2009,88,0
2089,I Am Love,Drama,0,0,1,No,Yes,Yes,5.355763,6.9,73,9,2009,120,0
2090,To Save A Life,Drama,0,0,0,Yes,Yes,No,0.05021,6.2,21,11,2009,120,0
2091,Men in Black 3,Action,225000000,624026776,5,Yes,Yes,No,52.035179,6.2,4160,5,2012,106,1
2092,The Switch,Drama,19000000,49830607,3,Yes,Yes,No,27.494037,5.9,583,5,2010,101,1
2093,Legend of the Guardians: The Owls of Ga'Hoole,Animation,80000000,140073390,4,Yes,Yes,No,37.321848,6.5,703,7,2010,97,0
2094,Step Up 3D,Drama,30000000,159291809,2,Yes,Yes,No,25.060342,6.6,582,8,2010,107,1
2095,The Girl on the Train,Drama,0,0,8,No,No,Yes,2.351706,5.6,10,3,2009,105,0
2096,Faster,Action,24000000,23081726,4,Yes,Yes,No,26.324874,6.1,568,11,2010,98,0
2097,Lottery Ticket,Comedy,0,0,2,Yes,Yes,No,9.054803,5.6,54,8,2010,99,0
2098,Let Me In,Drama,20000000,24145613,4,Yes,Yes,No,19.705311,6.7,641,10,2010,116,0
2099,Paranormal Activity 2,Thriller,3000000,177512032,3,Yes,Yes,No,22.789649,5.7,722,10,2010,91,1
2100,Saw: The Final Chapter,Horror,20000000,136150434,3,Yes,Yes,Yes,36.133536,5.8,730,10,2010,90,1
2101,Scream 4,Horror,40000000,97138686,1,Yes,Yes,No,35.21926,6.1,902,4,2011,111,1
2102,The Joneses,Drama,10000000,7022728,2,Yes,Yes,No,14.979375,6.1,210,9,2009,96,0
2103,The Statement,Drama,0,0,9,No,Yes,No,2.653988,5.9,23,12,2003,120,0
2104,Fateless,Drama,0,0,0,No,Yes,Yes,1.906807,6.5,28,2,2005,140,0
2105,The Smurfs,Animation,110000000,563749323,3,Yes,Yes,No,36.65422,5.5,1179,7,2011,103,1
2106,Yogi Bear,Animation,80000000,201584141,5,Yes,Yes,No,11.187696,5.2,220,12,2010,80,1
2107,No Strings Attached,Comedy,25000000,147780440,3,Yes,Yes,No,38.688822,6.1,1331,1,2011,107,1
2108,Due Date,Drama,65000000,211780824,3,Yes,Yes,No,43.865294,6.2,1685,11,2010,95,1
2109,Blood Done Sign My Name,Drama,0,0,0,No,No,No,0.397341,6,5,2,2010,0,0
2110,It's a Wonderful Afterlife,Comedy,0,0,3,No,Yes,Yes,1.259968,4.3,9,5,2010,99,0
2111,Down Terrace,Action,31192,10000,0,No,Yes,No,1.330379,6.3,26,9,2009,89,0
2112,Never Let Me Go,Drama,15000000,9455232,3,Yes,Yes,No,30.983397,6.8,737,9,2010,104,0
2113,Burlesque,Drama,55000000,89519773,1,Yes,Yes,No,22.863516,6.9,573,11,2010,119,0
2114,Skyline,Other,10000000,66821036,5,Yes,Yes,No,26.268209,4.7,507,11,2010,100,1
2115,The City of Your Final Destination,Drama,0,0,1,Yes,Yes,No,1.353971,5.7,9,3,2009,114,0
2116,How Do You Know,Drama,120000000,48668907,3,Yes,Yes,No,11.137655,4.9,223,12,2010,121,0
2117,The Virginity Hit,Comedy,2000000,563706,2,Yes,Yes,No,3.125382,4.6,19,9,2010,120,0
2118,Ghostbusters,Action,144000000,229147509,7,Yes,Yes,No,66.21806,5.3,2142,7,2016,116,0
2119,Gunless,Action,10000000,0,8,No,Yes,No,3.753703,6.7,27,4,2010,89,0
2120,Chicago Overcoat,Action,3200000,0,2,Yes,Yes,No,1.034844,6.1,5,10,2009,95,0
2121,Love & Other Drugs,Drama,30000000,102820008,6,Yes,Yes,No,20.236951,6.6,1233,11,2010,112,1
2122,Beneath Hill 60,Drama,7347125,0,5,No,Yes,No,3.949796,7.3,40,4,2010,122,0
2123,Carlos,Drama,18000000,871279,4,No,Yes,No,1.138383,6.7,50,5,2010,338,0
2124,The Next Three Days,Drama,30000000,51148651,3,Yes,Yes,No,34.421696,6.9,905,11,2010,133,0
2125,Piranha 3D,Comedy,24000000,83188165,6,Yes,Yes,No,23.343839,5.3,581,8,2010,88,1
2126,The Helix... Loaded,Action,0,0,0,Yes,Yes,No,0.0206,4.8,2,1,2005,97,0
2127,The Living Wake,Comedy,0,0,0,No,No,No,0.383442,5,1,1,2007,91,0
2128,Fabled,Drama,0,0,0,No,No,No,0.003352,0,0,1,2002,84,0
2129,It's Kind of a Funny Story,Drama,8000000,6491240,1,Yes,Yes,No,13.143045,6.9,672,7,2010,101,0
2130,My Soul to Take,Drama,25000000,19829957,2,Yes,Yes,No,7.001176,5.2,147,10,2010,107,0
2131,Monsters,Drama,500000,4242978,1,No,Yes,No,26.406001,6.2,587,6,2010,94,1
2132,Dylan Dog: Dead of Night,Action,20000000,4634062,3,Yes,Yes,No,10.617236,4.5,139,3,2011,107,0
2133,Freakonomics,Documentary,3000000,103735,4,Yes,Yes,No,1.781462,6.6,36,10,2010,93,0
2134,I Spit on Your Grave,Thriller,2000000,572809,3,Yes,Yes,No,26.281839,6.3,519,6,2010,108,0
2135,Flipped,Drama,14000000,1755212,1,Yes,Yes,No,24.210698,7.4,418,8,2010,89,0
2136,Soul Surfer,Action,18000000,47088990,5,Yes,Yes,No,19.234672,6.9,342,4,2011,106,1
2137,Another Year,Drama,8000000,18124262,2,No,Yes,No,7.235794,7,97,11,2010,129,1
2138,Devil,Thriller,10000000,33583175,4,Yes,Yes,No,30.934688,5.8,816,1,2010,80,1
2139,Unstoppable,Action,100000000,167805466,5,Yes,Yes,No,37.698465,6.3,1165,11,2010,98,0
2140,Reign of Assassins,Action,12000000,0,6,No,Yes,Yes,4.930129,6.7,57,9,2010,117,0
2141,Stone,Drama,22000000,9479718,2,Yes,Yes,No,12.445176,5.2,192,10,2010,105,0
2142,127 Hours,Drama,18000000,35692920,7,Yes,Yes,No,52.464877,7,2606,11,2010,94,0
2143,Wild Target,Action,8000000,3453043,7,No,Yes,No,10.791954,6.4,215,6,2010,98,0
2144,Black Swan,Drama,13000000,327803731,4,Yes,Yes,No,91.285683,7.3,4430,12,2010,108,1
2145,Lake of Fire,Documentary,0,25,0,No,Yes,No,0.475748,8,10,9,2006,152,1
2146,True Grit,Drama,38000000,252276927,4,Yes,Yes,No,49.292384,7.2,1668,12,2010,110,1
2147,The Holy Girl,Drama,1400000,0,3,No,No,Yes,0.684881,6.8,10,5,2004,106,0
2148,Chuck & Buck,Drama,0,0,0,Yes,Yes,No,0.812855,5.7,16,1,2000,96,0
2149,"A Woman, a Gun and a Noodle Shop",Drama,0,0,2,No,No,Yes,1.416796,4.8,13,12,2009,95,0
2150,The Dilemma,Drama,70000000,67112664,4,Yes,Yes,No,14.780634,5.2,304,1,2011,111,0
2151,Barry Munday,Drama,0,0,4,Yes,Yes,No,1.975941,6.3,22,3,2010,95,0
2152,Hereafter,Drama,50000000,105197635,4,Yes,Yes,No,13.365715,5.8,510,10,2010,129,1
2153,Woman Thou Art Loosed,Drama,3000000,6804016,0,Yes,Yes,No,0.019984,5,3,9,2004,94,1
2154,The Tempest,Drama,20000000,346594,2,Yes,Yes,No,3.620537,6,31,12,2010,110,0
2155,Inside Job,Documentary,2000000,7871522,2,Yes,Yes,No,16.930914,7.7,286,10,2010,109,1
2156,Get Low,Drama,7500000,0,3,Yes,Yes,No,6.557643,6.5,100,1,2010,103,0
2157,Margaret,Drama,14000000,46495,4,Yes,Yes,No,4.898424,6.1,86,9,2011,149,0
2158,The Exploding Girl,Drama,0,0,0,No,Yes,No,0.611081,6.4,15,4,2009,80,0
2159,Hugo,Drama,170000000,185770160,3,Yes,Yes,No,32.319043,7,2141,11,2011,126,0
2160,Battleship,Action,209000000,303025485,4,Yes,Yes,No,64.928382,5.5,2114,4,2012,131,0
2161,Hesher,Drama,7000000,382946,8,Yes,Yes,No,13.635828,6.7,212,1,2010,106,0
2162,The Claim,Drama,0,0,8,No,Yes,No,2.996284,5.6,17,12,2000,120,0
2163,The Grandmaster,Action,3860000,64076736,6,No,No,Yes,19.947265,6.3,273,1,2013,130,1
2164,Rango,Animation,135000000,245724603,5,Yes,Yes,No,29.91353,6.6,2051,3,2011,107,0
2165,Green Lantern,Action,200000000,219851172,3,Yes,Yes,No,51.872839,5.1,2487,6,2011,114,0
2166,Battle: Los Angeles,Action,70000000,202466756,3,Yes,Yes,No,49.199234,5.5,1448,3,2011,116,1
2167,For Colored Girls,Drama,0,37000000,1,Yes,Yes,No,1.934524,7,22,11,2010,134,1
2168,Trust,Drama,9500000,120000,3,Yes,Yes,No,21.230737,6.6,307,9,2010,104,0
2169,Breaking Upwards,Comedy,0,0,0,Yes,Yes,No,0.67457,5.6,12,3,2009,88,0
2170,There Be Dragons,Drama,0,0,0,No,Yes,No,6.668679,5.9,27,3,2011,112,0
2171,Super,Action,2500000,324138,3,Yes,Yes,No,12.204569,6.6,441,9,2010,96,0
2172,The Hangover Part II,Comedy,80000000,254455986,4,Yes,Yes,No,58.040149,6.2,3739,5,2011,102,1
2173,The King's Speech,Drama,15000000,414211549,8,No,Yes,No,54.053576,7.6,2752,9,2010,118,1
2174,Country Strong,Drama,15000000,20529194,3,Yes,Yes,No,7.809701,5.9,80,12,2010,117,0
2175,The Fighter,Drama,25000000,93617009,1,Yes,Yes,No,31.019381,7.2,1486,12,2010,116,1
2176,Casino Jack,Drama,12500000,1083683,7,No,Yes,No,6.546037,6,94,9,2010,108,0
2177,Crazy Stone,Action,0,0,0,No,No,Yes,1.68502,6.9,22,1,2006,98,0
2178,Machine Gun Preacher,Action,30000000,2527904,11,Yes,Yes,No,13.268936,6.4,286,9,2011,129,0
2179,Source Code,Thriller,32000000,147332697,2,Yes,Yes,No,59.19888,7.1,2699,3,2011,93,1
2180,Rubber,Drama,500000,98017,8,No,Yes,No,9.108949,5.7,251,7,2010,85,0
2181,The Hole,Thriller,0,0,2,Yes,Yes,No,9.983004,5.6,244,9,2009,92,0
2182,Everything Must Go,Drama,5000000,2614773,2,Yes,Yes,No,9.169411,6,208,10,2010,97,0
2183,Time Changer,Drama,0,0,1,Yes,Yes,No,0.339757,5.2,9,10,2002,95,0
2184,When Did You Last See Your Father?,Drama,0,92,7,No,Yes,Yes,1.939054,6.9,13,10,2007,92,1
2185,The Bridge of San Luis Rey,Drama,0,0,0,No,Yes,No,0.515677,5.4,15,1,2004,120,0
2186,Biutiful,Drama,0,25147786,6,No,No,No,13.930763,7,291,10,2010,148,1
2187,Made in Dagenham,Drama,7200000,0,7,No,Yes,No,6.138802,6.6,94,9,2010,113,0
2188,Troll Hunter,Horror,3500000,4159678,3,No,No,Yes,12.982319,6.7,583,10,2010,103,0
2189,Rio,Animation,90000000,484635760,2,Yes,Yes,No,46.200042,6.5,2166,4,2011,96,1
2190,Rust,Drama,0,0,0,No,No,No,0.399491,0,0,10,2010,94,0
2191,The Lion of Judah,Animation,15000000,0,3,Yes,Yes,No,0.165909,5.8,2,6,2011,87,0
2192,Don't Be Afraid of the Dark,Thriller,25000000,36993168,5,Yes,Yes,No,14.562197,5.4,341,11,2010,99,0
2193,Of Gods and Men,Drama,4000000,41424067,6,No,No,Yes,4.992475,6.5,91,5,2010,120,1
2194,Neal 'n' Nikki,Comedy,0,0,1,No,Yes,No,0.285131,2.3,4,12,2005,122,0
2195,The Loved Ones,Horror,0,0,4,No,Yes,No,4.989985,6.6,207,9,2009,84,0
2196,All Good Things,Drama,0,0,1,Yes,Yes,No,20.086645,5.9,286,12,2010,101,0
2197,The Warrior's Way,Action,42000000,11087569,1,No,Yes,No,7.349497,6.3,136,12,2010,100,0
2198,I Am Number Four,Action,50000000,144492830,4,Yes,Yes,No,43.450266,5.9,1567,2,2011,109,1
2199,Blue Valentine,Drama,3500000,16566240,7,Yes,Yes,No,26.881611,6.9,890,12,2010,112,1
2200,Fetching Cody,Drama,1,0,1,No,Yes,No,0.077876,6.8,6,10,2005,87,0
2201,Incendies,Drama,6800000,7103838,3,No,Yes,No,21.285206,7.9,479,9,2010,130,0
2202,Barney's Version,Drama,30000000,8454301,1,No,Yes,No,4.952735,7.2,129,10,2010,134,0
2203,Tucker and Dale vs Evil,Comedy,5000000,5476793,1,Yes,Yes,No,19.940245,7.3,847,1,2010,89,0
2204,Eye of the Dolphin,Drama,2500000,71904,6,Yes,Yes,No,0.301884,7.1,7,8,2007,100,0
2205,Blue Car,Drama,1000000,464000,0,No,Yes,No,0.672695,6.7,13,1,2002,92,0
2206,The Extra Man,Comedy,7000000,453079,4,Yes,Yes,No,2.26778,5.9,29,8,2010,108,0
2207,Drive Angry,Action,50000000,28931401,5,Yes,Yes,No,30.387148,5.3,600,2,2011,105,0
2208,Fighting Tommy Riley,Action,0,0,0,No,Yes,No,0.045429,5.3,4,5,2005,0,0
2209,I Want Your Money,Documentary,0,0,0,No,No,No,0.084344,3.8,5,7,2010,92,0
2210,Tiny Furniture,Drama,65000,416498,1,Yes,Yes,No,2.380332,5.6,59,11,2010,99,1
2211,3 Strikes,Action,6000000,9000000,0,Yes,Yes,No,1.433692,5.9,15,3,2000,82,0
2212,Independence Day: Resurgence,Action,165000000,389681935,4,Yes,Yes,No,48.775723,4.9,2491,6,2016,120,1
2213,A Good Day to Die Hard,Action,92000000,304654182,9,Yes,Yes,No,65.402595,5.2,3493,2,2013,98,1
2214,Little White Lies,Drama,25000000,48531470,3,No,No,Yes,15.279021,7.1,380,10,2010,154,0
2215,Unknown,Action,30000000,130786397,7,No,Yes,No,38.643914,6.5,1265,2,2011,113,1
2216,The Rite,Drama,37000000,96047633,7,Yes,Yes,No,11.492474,5.8,556,1,2011,114,1
2217,The Widow of Saint-Pierre,Drama,0,0,3,No,No,Yes,1.780065,6.7,11,1,2000,112,0
2218,A Dangerous Method,Drama,15000000,27462041,6,No,Yes,No,27.133277,6.2,571,9,2011,99,0
2219,The Debt,Drama,20000000,45636368,3,Yes,Yes,No,14.857884,6.3,257,4,2010,113,1
2220,Sanctum,Action,30000000,108609310,6,Yes,Yes,No,20.063165,5.8,339,2,2011,108,1
2221,"The Book of Mormon Movie, Volume 1: The Journey",Other,2000000,1672730,0,No,No,No,0.031947,5,2,9,2003,120,0
2222,Incident at Loch Ness,Comedy,1,0,0,No,No,No,1.452152,5.9,18,12,2004,94,0
2223,Red State,Action,4000000,1104682,3,Yes,Yes,No,12.062371,5.9,316,8,2011,88,0
2224,The Mighty Macs,Action,7000000,0,0,Yes,Yes,No,2.932784,5,15,10,2009,102,0
2225,Hall Pass,Comedy,36000000,83160734,2,Yes,Yes,No,27.11589,5.4,611,2,2011,105,1
2226,Hobo with a Shotgun,Action,3000000,748453,4,Yes,Yes,No,16.900433,5.7,211,5,2011,86,0
2227,Cars 2,Animation,200000000,559852396,2,Yes,Yes,No,49.98659,5.8,2033,6,2011,106,1
2228,Dracula Untold,Action,70000000,215529201,5,Yes,Yes,No,64.457947,6.2,2389,10,2014,92,1
2229,Insidious,Thriller,1500000,97009150,4,Yes,Yes,No,58.594852,6.8,1737,9,2010,103,1
2230,Submarine,Drama,0,864659,5,Yes,Yes,No,8.518866,7.4,443,3,2011,97,1
2231,Killer Elite,Action,66000000,57777106,9,Yes,Yes,No,29.501489,6.1,695,9,2011,116,0
2232,Something Borrowed,Drama,35000000,59901913,3,Yes,Yes,No,14.029012,5.9,296,5,2011,112,0
2233,The Dark Knight Rises,Action,250000000,1084939099,4,Yes,Yes,No,112.31295,7.6,9106,7,2012,165,1
2234,The Bourne Legacy,Action,130000000,276572938,5,Yes,Yes,No,90.33681,6,2651,8,2012,120,1
2235,Gravity,Drama,105000000,716392705,3,Yes,Yes,No,110.153618,7.3,5751,9,2013,91,1
2236,Dredd,Action,50000000,41037742,5,Yes,Yes,No,57.673932,6.6,1940,9,2012,95,0
2237,The Hobbit: An Unexpected Journey,Action,250000000,1021103568,4,Yes,Yes,No,108.849621,7,8297,11,2012,169,1
2238,The Rocket: The Legend of Rocket Richard,Drama,8000000,2019009,0,No,Yes,Yes,0.983484,6.1,17,10,2005,124,0
2239,Kung Fu Panda 2,Animation,150000000,665692281,1,Yes,Yes,No,51.247321,6.7,1880,5,2011,91,1
2240,Tinker Tailor Soldier Spy,Drama,30000000,0,6,No,Yes,No,33.649652,6.6,840,9,2011,127,0
2241,The Croods,Animation,135000000,585178928,1,Yes,Yes,No,64.183321,6.8,2399,3,2013,98,1
2242,The Change-Up,Comedy,52000000,75450437,4,Yes,Yes,No,32.015477,5.9,736,8,2011,112,0
2243,Man of Steel,Action,225000000,662845518,5,Yes,Yes,No,99.398009,6.5,6359,6,2013,143,1
2244,R.I.P.D.,Action,130000000,61648500,3,Yes,Yes,No,39.448066,5.4,1260,7,2013,96,0
2245,Premium Rush,Action,35000000,31083599,1,Yes,Yes,No,17.709888,6.2,832,8,2012,91,0
2246,Man on a Ledge,Action,42000000,46221189,2,Yes,Yes,No,34.041407,6.2,925,1,2012,102,0
2247,John Carter,Action,260000000,284139100,1,Yes,Yes,No,43.926995,6.1,2124,3,2012,132,0
2248,In Time,Action,40000000,173930596,3,Yes,Yes,No,60.231382,6.7,3417,10,2011,109,1
2249,X-Men: First Class,Action,160000000,353624124,9,Yes,Yes,No,3.195174,7.1,5181,5,2011,132,1
2250,Red Riding Hood,Thriller,42000000,89162162,3,Yes,Yes,No,45.151657,5.6,922,3,2011,100,1
2251,The Reef,Drama,0,0,5,No,Yes,No,7.245108,5.4,130,5,2010,94,0
2252,The Nutcracker: The Untold Story,Action,90000000,16178959,4,No,Yes,No,3.593349,5.4,50,11,2010,110,0
2253,The Roommate,Drama,16000000,40492759,2,Yes,Yes,No,11.807269,5.3,224,2,2011,91,1
2254,Certifiably Jonathan,Comedy,1200000,0,0,No,Yes,No,0.047781,0,0,3,2007,85,0
2255,A Turtle's Tale: Sammy's Adventures,Animation,0,0,3,No,Yes,Yes,15.805449,5.6,151,8,2010,88,0
2256,The Help,Drama,25000000,124272124,6,Yes,Yes,No,42.191509,7.8,1910,8,2011,146,1
2257,Lovely & Amazing,Drama,250000,4186931,0,Yes,Yes,No,1.45917,6.3,23,8,2001,91,1
2258,Beyond the Black Rainbow,Horror,1100000,0,1,No,Yes,No,7.717237,5.7,77,12,2010,110,0
2259,Animals United,Animation,0,0,2,No,No,Yes,8.010046,5.5,90,10,2010,93,0
2260,Mars Needs Moms,Animation,150000000,38992758,1,Yes,Yes,No,12.362599,5.5,199,3,2011,88,0
2261,The Lincoln Lawyer,Drama,40000000,85412898,3,Yes,Yes,No,26.072228,7,902,3,2011,119,1
2262,Apollo 18,Thriller,5000000,25562924,3,Yes,Yes,No,17.028252,5,356,7,2011,86,1
2263,Hop,Animation,63000000,183953723,2,No,Yes,No,16.791058,5.5,331,3,2011,95,1
2264,Hanna,Action,30000000,63782078,4,Yes,Yes,No,31.191975,6.5,1263,4,2011,111,1
2265,When the Lights Went Out,Drama,0,0,1,No,Yes,No,2.805351,5.8,49,1,2012,86,0
2266,Evil Words,Thriller,0,0,1,No,No,Yes,0.205034,6.9,8,10,2003,100,0
2267,Friends with Benefits,Comedy,35000000,150483765,3,Yes,Yes,No,40.526587,6.5,2237,7,2011,109,1
2268,Just Go with It,Comedy,80000000,214918407,2,Yes,Yes,No,37.02665,6.3,1543,2,2011,117,1
2269,5 Days of War,Drama,20000000,17479,4,Yes,Yes,No,5.727602,5.8,62,4,2011,113,0
2270,The Twilight Saga: Breaking Dawn - Part 2,Drama,120000000,829000000,3,Yes,Yes,No,99.687084,6.1,2553,11,2012,115,1
2271,"Crazy, Stupid, Love.",Drama,50000000,142851197,1,Yes,Yes,No,37.990705,7,2443,7,2011,118,1
2272,Wanderlust,Comedy,35000000,24159934,3,Yes,Yes,No,20.908494,5.3,394,2,2012,98,0
2273,Grave Encounters,Thriller,1000000,0,3,Yes,Yes,No,13.222268,6.1,381,9,2011,92,0
2274,Take Me Home Tonight,Drama,19000000,6928068,4,Yes,Yes,No,11.766564,6.2,208,3,2011,97,0
2275,The Beaver,Drama,21000000,970816,4,Yes,Yes,No,13.847872,6.3,276,2,2011,91,0
2276,Martha Marcy May Marlene,Drama,0,3538446,4,Yes,Yes,No,17.806082,6.7,277,10,2011,101,1
2277,Margin Call,Drama,3500000,19504039,4,Yes,Yes,No,26.259389,6.7,524,9,2011,107,1
2278,The Names of Love,Drama,4600000,0,4,No,No,Yes,6.368933,7.3,93,11,2010,100,0
2279,Higher Ground,Drama,2000000,841733,0,Yes,Yes,No,1.699101,5.3,14,8,2011,109,0
2280,Arthur Christmas,Animation,0,0,3,Yes,Yes,No,19.83683,6.7,333,2,2011,97,0
2281,Winnie the Pooh,Animation,30000000,14460000,2,Yes,Yes,No,19.143721,6.8,258,4,2011,63,0
2282,"Lovely, Still",Drama,0,0,0,No,No,No,1.286991,6.2,13,1,2008,92,0
2283,Fast Five,Action,125000000,626137675,3,Yes,Yes,No,7.255718,7.1,2438,4,2011,130,1
2284,Horrible Bosses,Comedy,35000000,117000000,2,Yes,Yes,No,50.309843,6.5,2277,7,2011,98,1
2285,Prom,Comedy,8000000,10130000,2,Yes,Yes,No,11.837067,5.7,134,4,2011,104,0
2286,The Salon,Comedy,1500000,0,0,No,Yes,No,2.02817,3.5,1,1,2005,0,0
